6,41,7,22,39,33
18,42,39,20,22,29
31,4,1,24,12,41
8,38,1,40,34,32
31,2,6,15,14,4
2,31,27,10,37,5
20,21,22,3,15,2
29,32,41,38,5,8
30,41,39,17,7,38
10,11,6,19,21,15
29,24,16,8,12,14
28,32,3,14,2,15
17,7,40,29,18,9
18,12,14,15,3,16
42,20,39,23,40,28
13,35,38,12,17,11
31,16,32,27,36,42
32,5,24,16,34,11
29,39,19,10,36,6
8,24,38,30,6,25
14,17,38,13,37,35
1,22,5,28,32,29
19,8,10,12,31,38
41,9,4,1,26,14
25,30,16,13,6,39
20,7,12,38,16,14
7,41,10,28,27,17
14,7,1,35,5,6
37,8,1,7,2,23
17,32,4,41,19,13
2,39,26,15,38,19
11,22,6,28,9,35
29,2,21,25,28,20
4,6,41,27,12,9
26,36,7,41,32,5
17,15,24,31,1,7
29,11,4,22,39,2
12,21,3,19,2,26
23,20,36,26,5,31
28,19,31,37,21,27
35,21,24,28,37,23
38,15,10,2,42,8
16,7,34,13,20,3
29,21,27,13,10,31
31,14,18,12,34,27
8,34,33,1,36,13
7,41,2,13,32,31
34,24,35,22,37,29
34,24,35,22,37,29
23,24,5,32,21,41
40,16,34,7,25,26
16,11,34,38,25,29
1,3,20,11,24,34
40,3,24,6,26,32
15,27,10,20,16,17
3,10,42,21,20,40
33,3,41,39,29,22
17,28,24,34,1,14
37,2,33,14,30,25
18,42,20,14,35,7
8,13,25,15,5,37
4,21,16,14,28,25
39,9,15,28,25,18
4,37,24,10,31,32
31,36,5,22,33,16
28,22,12,18,3,16
32,41,16,9,1,20
17,22,40,20,16,39
20,24,39,42,36,28
36,4,25,38,7,8
12,1,26,23,39,27
10,26,16,7,3,18
33,36,2,12,8,13
18,26,22,9,3,29
5,14,19,39,1,29
22,1,17,14,15,2
5,20,19,42,32,40
3,11,2,24,19,4
11,18,16,3,25,9
17,35,27,20,32,3
18,4,11,30,9,22
14,39,13,25,38,37
37,4,8,31,3,21
19,15,21,38,2,24
11,7,36,3,5,15
39,15,30,13,18,5
26,4,11,23,22,30
19,17,20,41,37,30
29,6,36,27,21,31
41,12,1,13,2,8
39,37,31,40,21,1
29,13,20,7,19,37
18,31,24,32,16,14
36,1,18,11,35,8
19,5,15,42,27,40
17,37,11,20,4,40
4,40,28,42,15,36
33,16,32,19,3,40
36,30,1,8,12,41
23,2,40,3,7,1
16,38,39,15,2,26
21,3,14,22,27,16
16,18,9,26,34,23
22,32,31,26,39,37
37,34,28,15,4,39
35,6,21,12,41,1
26,10,25,2,18,34
12,22,37,4,34,2
39,13,14,31,24,18
19,37,7,11,5,34
33,13,24,22,10,29
42,32,31,28,1,2
16,40,36,27,34,18
38,27,35,4,1,14
31,7,10,8,33,42
33,23,27,15,37,30
4,34,8,3,24,20
40,33,12,14,8,26
20,42,33,36,23,21
32,23,1,11,22,12
35,28,34,18,41,4
5,3,41,24,20,30
14,34,33,10,24,7
9,5,42,34,2,32
2,20,24,9,12,18
7,29,27,41,24,3
7,25,33,27,38,16
3,27,8,17,20,39
8,21,38,6,19,28
35,29,22,12,19,2
19,14,6,27,7,10
9,3,10,35,37,19
18,9,1,10,40,15
2,22,19,4,30,31
20,8,31,4,21,28
41,40,6,11,1,20
41,21,37,34,14,30
17,35,12,5,33,10
22,5,17,21,14,41
38,14,20,24,35,31
25,10,6,9,18,21
1,4,6,2,36,37
38,19,16,37,9,3
10,23,34,38,40,7
24,41,3,7,26,6
39,11,25,17,38,3
1,8,34,28,14,24
3,16,6,42,13,5
33,24,14,2,7,32
32,2,11,14,42,34
36,13,25,20,19,37
37,35,40,36,2,9
23,27,5,15,33,29
22,8,4,34,25,41
27,28,14,20,35,32
15,4,34,13,42,20
6,34,9,3,27,18
32,1,4,33,34,13
1,24,36,34,8,25
14,26,9,23,12,31
29,25,32,8,35,39
2,3,5,13,27,32
6,32,36,41,25,16
8,1,31,32,10,6
26,31,33,30,37,6
40,39,28,34,42,13
7,23,25,15,26,16
23,39,24,37,7,42
21,20,30,12,40,7
31,20,21,15,37,29
25,12,17,24,21,40
11,28,15,27,4,31
21,40,39,23,28,34
11,10,42,35,41,39
16,4,26,7,3,5
16,9,8,30,18,19
9,25,34,29,42,26
33,29,22,42,41,25
5,23,4,38,18,14
12,37,17,33,21,16
9,25,21,2,5,40
24,3,12,28,20,36
27,41,19,31,29,4
41,39,13,26,40,15
4,27,17,8,16,2
36,1,24,25,6,2
25,33,23,13,16,21
42,27,10,35,38,34
39,3,29,42,16,30
16,20,38,11,27,39
26,5,19,6,24,23
4,24,1,18,22,41
21,17,4,33,1,29
27,3,37,24,10,7
29,21,33,6,41,40
23,40,19,41,31,26
26,36,5,28,19,34
39,19,7,41,38,30
6,41,3,32,25,7
4,36,11,10,12,34
10,11,36,40,19,20
37,41,36,11,39,4
42,10,23,22,4,31
8,13,42,7,39,4
31,26,7,39,23,20
14,9,24,27,7,29
28,23,41,17,19,10
41,32,37,7,42,39
15,4,28,34,11,1
13,39,19,25,18,15
42,15,30,31,32,24
17,38,15,29,27,6
11,34,17,42,31,26
5,26,40,8,15,7
18,25,8,31,21,33
6,17,12,28,1,24
37,23,40,30,20,25
31,28,10,34,16,14
41,26,10,27,7,34
34,30,24,11,7,23
12,42,37,20,22,16
36,8,12,13,6,17
12,28,29,26,19,40
1,19,22,40,7,18
35,16,20,29,19,28
19,34,41,14,30,32
11,6,12,17,42,32
38,30,11,21,20,36
11,8,34,32,1,35
36,37,41,39,2,21
7,39,12,42,27,23
8,3,29,1,22,24
19,10,15,12,21,6
13,10,28,3,14,35
38,28,4,7,42,34
24,21,12,13,34,20
12,3,34,27,8,32
42,29,11,40,15,33
34,22,10,19,3,11
22,17,39,2,38,4
8,9,16,12,2,3
9,32,4,27,15,25
30,11,37,12,36,41
